payment_id,user_id,subscription_id,amount,payment_date
52013,5061,5061,13.99,2024-04-14
52014,5061,5061,13.99,2024-05-14
52015,5061,5061,13.99,2024-06-14
52016,5061,5061,13.99,2024-07-14
52017,5061,5061,13.99,2024-08-14
52018,5061,5061,13.99,2024-09-14
52019,5061,5061,13.99,2024-10-14
52020,5061,5061,13.99,2024-11-14
52021,5061,5061,13.99,2024-12-14
52022,5061,5061,13.99,2025-01-14
52023,5061,5061,13.99,2025-02-14
52024,5061,5061,13.99,2025-03-14
52025,5061,5061,13.99,2025-04-14
52026,5061,5061,13.99,2025-05-14
52027,5062,5062,13.99,2024-12-16
52028,5062,5062,13.99,2025-01-16
52029,5062,5062,13.99,2025-02-16
52030,5062,5062,13.99,2025-03-16
52031,5062,5062,13.99,2025-04-16
52032,5062,5062,13.99,2025-05-16
52033,5062,5062,13.99,2025-06-16
52034,5062,5062,13.99,2025-07-16
52035,5062,5062,13.99,2025-08-16
52036,5063,5063,13.99,2025-08-03
52037,5063,5063,13.99,2025-09-03
52038,5063,5063,13.99,2025-10-03
52039,5063,5063,13.99,2025-11-03
52040,5063,5063,13.99,2025-12-03
52041,5064,5064,13.99,2025-11-10
52042,5064,5064,13.99,2025-12-10
52043,5065,5065,13.99,2025-07-04
52044,5065,5065,13.99,2025-08-04
52045,5065,5065,13.99,2025-09-04
52046,5065,5065,13.99,2025-10-04
52047,5065,5065,13.99,2025-11-04
52048,5065,5065,13.99,2025-12-04
52049,5066,5066,7.99,2023-05-09
52050,5066,5066,7.99,2023-06-09
52051,5066,5066,7.99,2023-07-09
52052,5066,5066,7.99,2023-08-09
52053,5066,5066,7.99,2023-09-09
52054,5066,5066,7.99,2023-10-09
52055,5066,5066,7.99,2023-11-09
52056,5066,5066,7.99,2023-12-09
52057,5066,5066,7.99,2024-01-09
52058,5066,5066,7.99,2024-02-09
52059,5066,5066,7.99,2024-03-09
52060,5066,5066,7.99,2024-04-09
52061,5066,5066,7.99,2024-05-09
52062,5066,5066,7.99,2024-06-09
52063,5066,5066,7.99,2024-07-09
52064,5066,5066,7.99,2024-08-09
52065,5066,5066,7.99,2024-09-09
52066,5066,5066,7.99,2024-10-09
52067,5066,5066,7.99,2024-11-09
52068,5066,5066,7.99,2024-12-09
52069,5066,5066,7.99,2025-01-09
52070,5066,5066,7.99,2025-02-09
52071,5066,5066,7.99,2025-03-09
52072,5066,5066,7.99,2025-04-09
52073,5066,5066,7.99,2025-05-09
52074,5066,5066,7.99,2025-06-09
52075,5066,5066,7.99,2025-07-09
52076,5066,5066,7.99,2025-08-09
52077,5066,5066,7.99,2025-09-09
52078,5066,5066,7.99,2025-10-09
52079,5066,5066,7.99,2025-11-09
52080,5066,5066,7.99,2025-12-09
52081,5067,5067,19.99,2023-07-13
52082,5067,5067,19.99,2023-08-13
52083,5067,5067,19.99,2023-09-13
52084,5067,5067,19.99,2023-10-13
52085,5067,5067,19.99,2023-11-13
52086,5067,5067,19.99,2023-12-13
52087,5067,5067,19.99,2024-01-13
52088,5067,5067,19.99,2024-02-13
52089,5067,5067,19.99,2024-03-13
52090,5067,5067,19.99,2024-04-13
52091,5067,5067,19.99,2024-05-13
52092,5067,5067,19.99,2024-06-13
52093,5067,5067,19.99,2024-07-13
52094,5067,5067,19.99,2024-08-13
52095,5067,5067,19.99,2024-09-13
52096,5067,5067,19.99,2024-10-13
52097,5067,5067,19.99,2024-11-13
52098,5067,5067,19.99,2024-12-13
52099,5067,5067,19.99,2025-01-13
52100,5067,5067,19.99,2025-02-13
52101,5067,5067,19.99,2025-03-13
52102,5067,5067,19.99,2025-04-13
52103,5067,5067,19.99,2025-05-13
52104,5067,5067,19.99,2025-06-13
52105,5067,5067,19.99,2025-07-13
52106,5067,5067,19.99,2025-08-13
52107,5067,5067,19.99,2025-09-13
52108,5067,5067,19.99,2025-10-13
52109,5067,5067,19.99,2025-11-13
52110,5067,5067,19.99,2025-12-13
52111,5068,5068,19.99,2024-09-19
52112,5068,5068,19.99,2024-10-19
52113,5069,5069,13.99,2024-02-14
52114,5069,5069,13.99,2024-03-14
52115,5069,5069,13.99,2024-04-14
52116,5069,5069,13.99,2024-05-14
52117,5069,5069,13.99,2024-06-14
52118,5069,5069,13.99,2024-07-14
52119,5070,5070,13.99,2025-01-04
52120,5070,5070,13.99,2025-02-04
52121,5070,5070,13.99,2025-03-04
52122,5070,5070,13.99,2025-04-04
52123,5070,5070,13.99,2025-05-04
52124,5070,5070,13.99,2025-06-04
52125,5070,5070,13.99,2025-07-04
52126,5070,5070,13.99,2025-08-04
52127,5070,5070,13.99,2025-09-04
52128,5070,5070,13.99,2025-10-04
52129,5070,5070,13.99,2025-11-04
52130,5070,5070,13.99,2025-12-04
52131,5071,5071,7.99,2025-08-03
52132,5071,5071,7.99,2025-09-03
52133,5071,5071,7.99,2025-10-03
52134,5071,5071,7.99,2025-11-03
52135,5071,5071,7.99,2025-12-03
52136,5072,5072,13.99,2023-05-21
52137,5072,5072,13.99,2023-06-21
52138,5072,5072,13.99,2023-07-21
52139,5072,5072,13.99,2023-08-21
52140,5072,5072,13.99,2023-09-21
52141,5072,5072,13.99,2023-10-21
52142,5072,5072,13.99,2023-11-21
52143,5072,5072,13.99,2023-12-21
52144,5072,5072,13.99,2024-01-21
52145,5072,5072,13.99,2024-02-21
52146,5072,5072,13.99,2024-03-21
52147,5072,5072,13.99,2024-04-21
52148,5073,5073,13.99,2023-01-27
52149,5073,5073,13.99,2023-02-27
52150,5073,5073,13.99,2023-03-27
52151,5073,5073,13.99,2023-04-27
52152,5073,5073,13.99,2023-05-27
52153,5074,5074,7.99,2024-12-10
52154,5074,5074,7.99,2025-01-10
52155,5074,5074,7.99,2025-02-10
52156,5074,5074,7.99,2025-03-10
52157,5074,5074,7.99,2025-04-10
52158,5074,5074,7.99,2025-05-10
52159,5074,5074,7.99,2025-06-10
52160,5075,5075,19.99,2024-10-13
52161,5075,5075,19.99,2024-11-13
52162,5075,5075,19.99,2024-12-13
52163,5075,5075,19.99,2025-01-13
52164,5075,5075,19.99,2025-02-13
52165,5075,5075,19.99,2025-03-13
52166,5076,5076,19.99,2023-04-08
52167,5076,5076,19.99,2023-05-08
52168,5076,5076,19.99,2023-06-08
52169,5076,5076,19.99,2023-07-08
52170,5076,5076,19.99,2023-08-08
52171,5076,5076,19.99,2023-09-08
52172,5076,5076,19.99,2023-10-08
52173,5076,5076,19.99,2023-11-08
52174,5076,5076,19.99,2023-12-08
52175,5076,5076,19.99,2024-01-08
52176,5076,5076,19.99,2024-02-08
52177,5076,5076,19.99,2024-03-08
52178,5076,5076,19.99,2024-04-08
52179,5077,5077,7.99,2024-11-11
52180,5077,5077,7.99,2024-12-11
52181,5077,5077,7.99,2025-01-11
52182,5077,5077,7.99,2025-02-11
52183,5077,5077,7.99,2025-03-11
52184,5077,5077,7.99,2025-04-11
52185,5077,5077,7.99,2025-05-11
52186,5077,5077,7.99,2025-06-11
52187,5077,5077,7.99,2025-07-11
52188,5077,5077,7.99,2025-08-11
52189,5077,5077,7.99,2025-09-11
52190,5077,5077,7.99,2025-10-11
52191,5077,5077,7.99,2025-11-11
52192,5077,5077,7.99,2025-12-11
52193,5078,5078,7.99,2025-11-03
52194,5078,5078,7.99,2025-12-03
52195,5079,5079,13.99,2024-03-17
52196,5079,5079,13.99,2024-04-17
52197,5079,5079,13.99,2024-05-17
52198,5079,5079,13.99,2024-06-17
52199,5080,5080,19.99,2025-12-01
52200,5081,5081,7.99,2024-08-22
52201,5081,5081,7.99,2024-09-22
52202,5081,5081,7.99,2024-10-22
52203,5081,5081,7.99,2024-11-22
52204,5081,5081,7.99,2024-12-22
52205,5081,5081,7.99,2025-01-22
52206,5082,5082,7.99,2023-12-21
52207,5082,5082,7.99,2024-01-21
52208,5082,5082,7.99,2024-02-21
52209,5082,5082,7.99,2024-03-21
52210,5082,5082,7.99,2024-04-21
52211,5082,5082,7.99,2024-05-21
52212,5082,5082,7.99,2024-06-21
52213,5082,5082,7.99,2024-07-21
52214,5082,5082,7.99,2024-08-21
52215,5082,5082,7.99,2024-09-21
52216,5082,5082,7.99,2024-10-21
52217,5082,5082,7.99,2024-11-21
52218,5082,5082,7.99,2024-12-21
52219,5082,5082,7.99,2025-01-21
52220,5082,5082,7.99,2025-02-21
52221,5082,5082,7.99,2025-03-21
52222,5082,5082,7.99,2025-04-21
52223,5082,5082,7.99,2025-05-21
52224,5082,5082,7.99,2025-06-21
52225,5082,5082,7.99,2025-07-21
52226,5082,5082,7.99,2025-08-21
52227,5082,5082,7.99,2025-09-21
52228,5082,5082,7.99,2025-10-21
52229,5082,5082,7.99,2025-11-21
52230,5082,5082,7.99,2025-12-21
52231,5083,5083,7.99,2024-09-17
52232,5083,5083,7.99,2024-10-17
52233,5083,5083,7.99,2024-11-17
52234,5084,5084,7.99,2025-08-03
52235,5084,5084,7.99,2025-09-03
52236,5084,5084,7.99,2025-10-03
52237,5084,5084,7.99,2025-11-03
52238,5084,5084,7.99,2025-12-03
52239,5085,5085,13.99,2025-10-18
52240,5085,5085,13.99,2025-11-18
52241,5085,5085,13.99,2025-12-18
52242,5086,5086,13.99,2023-07-20
52243,5086,5086,13.99,2023-08-20
52244,5086,5086,13.99,2023-09-20
52245,5086,5086,13.99,2023-10-20
52246,5086,5086,13.99,2023-11-20
52247,5086,5086,13.99,2023-12-20
52248,5086,5086,13.99,2024-01-20
52249,5086,5086,13.99,2024-02-20
52250,5086,5086,13.99,2024-03-20
52251,5086,5086,13.99,2024-04-20
52252,5086,5086,13.99,2024-05-20
52253,5086,5086,13.99,2024-06-20
52254,5086,5086,13.99,2024-07-20
52255,5086,5086,13.99,2024-08-20
52256,5086,5086,13.99,2024-09-20
52257,5086,5086,13.99,2024-10-20
52258,5086,5086,13.99,2024-11-20
52259,5086,5086,13.99,2024-12-20
52260,5086,5086,13.99,2025-01-20
52261,5086,5086,13.99,2025-02-20
52262,5086,5086,13.99,2025-03-20
52263,5086,5086,13.99,2025-04-20
52264,5087,5087,13.99,2024-11-20
52265,5087,5087,13.99,2024-12-20
52266,5087,5087,13.99,2025-01-20
52267,5087,5087,13.99,2025-02-20
52268,5088,5088,7.99,2025-03-24
52269,5088,5088,7.99,2025-04-24
52270,5088,5088,7.99,2025-05-24
52271,5088,5088,7.99,2025-06-24
52272,5088,5088,7.99,2025-07-24
52273,5088,5088,7.99,2025-08-24
52274,5088,5088,7.99,2025-09-24
52275,5088,5088,7.99,2025-10-24
52276,5088,5088,7.99,2025-11-24
52277,5088,5088,7.99,2025-12-24
52278,5089,5089,13.99,2024-08-27
52279,5089,5089,13.99,2024-09-27
52280,5089,5089,13.99,2024-10-27
52281,5090,5090,13.99,2024-09-11
52282,5090,5090,13.99,2024-10-11
52283,5090,5090,13.99,2024-11-11
52284,5090,5090,13.99,2024-12-11
52285,5090,5090,13.99,2025-01-11
52286,5090,5090,13.99,2025-02-11
52287,5090,5090,13.99,2025-03-11
52288,5090,5090,13.99,2025-04-11
52289,5090,5090,13.99,2025-05-11
52290,5090,5090,13.99,2025-06-11
52291,5090,5090,13.99,2025-07-11
52292,5090,5090,13.99,2025-08-11
52293,5090,5090,13.99,2025-09-11
52294,5090,5090,13.99,2025-10-11
52295,5090,5090,13.99,2025-11-11
52296,5090,5090,13.99,2025-12-11
52297,5091,5091,7.99,2023-05-07
52298,5091,5091,7.99,2023-06-07
52299,5092,5092,13.99,2025-07-01
52300,5092,5092,13.99,2025-08-01
52301,5093,5093,7.99,2025-07-10
52302,5093,5093,7.99,2025-08-10
52303,5093,5093,7.99,2025-09-10
52304,5093,5093,7.99,2025-10-10
52305,5093,5093,7.99,2025-11-10
52306,5093,5093,7.99,2025-12-10
52307,5094,5094,7.99,2023-12-15
52308,5094,5094,7.99,2024-01-15
52309,5094,5094,7.99,2024-02-15
52310,5094,5094,7.99,2024-03-15
52311,5094,5094,7.99,2024-04-15
52312,5095,5095,7.99,2024-08-09
52313,5095,5095,7.99,2024-09-09
52314,5095,5095,7.99,2024-10-09
52315,5095,5095,7.99,2024-11-09
52316,5096,5096,13.99,2025-12-25
52317,5097,5097,19.99,2025-03-26
52318,5097,5097,19.99,2025-04-26
52319,5097,5097,19.99,2025-05-26
52320,5097,5097,19.99,2025-06-26
52321,5097,5097,19.99,2025-07-26
52322,5097,5097,19.99,2025-08-26
52323,5097,5097,19.99,2025-09-26
52324,5097,5097,19.99,2025-10-26
52325,5097,5097,19.99,2025-11-26
52326,5097,5097,19.99,2025-12-26
52327,5098,5098,13.99,2025-11-01
52328,5098,5098,13.99,2025-12-01
52329,5099,5099,7.99,2025-12-07
52330,5100,5100,13.99,2025-03-08
52331,5100,5100,13.99,2025-04-08
52332,5101,5101,13.99,2025-10-21
52333,5101,5101,13.99,2025-11-21
52334,5101,5101,13.99,2025-12-21
52335,5102,5102,19.99,2023-08-22
52336,5102,5102,19.99,2023-09-22
52337,5102,5102,19.99,2023-10-22
52338,5102,5102,19.99,2023-11-22
52339,5102,5102,19.99,2023-12-22
52340,5102,5102,19.99,2024-01-22
52341,5102,5102,19.99,2024-02-22
52342,5102,5102,19.99,2024-03-22
52343,5103,5103,13.99,2024-03-04
52344,5103,5103,13.99,2024-04-04
52345,5103,5103,13.99,2024-05-04
52346,5103,5103,13.99,2024-06-04
52347,5103,5103,13.99,2024-07-04
52348,5103,5103,13.99,2024-08-04
52349,5103,5103,13.99,2024-09-04
52350,5103,5103,13.99,2024-10-04
52351,5103,5103,13.99,2024-11-04
52352,5103,5103,13.99,2024-12-04
52353,5103,5103,13.99,2025-01-04
52354,5103,5103,13.99,2025-02-04
52355,5103,5103,13.99,2025-03-04
52356,5103,5103,13.99,2025-04-04
52357,5104,5104,13.99,2025-10-12
52358,5104,5104,13.99,2025-11-12
52359,5105,5105,7.99,2024-01-03
52360,5105,5105,7.99,2024-02-03
52361,5105,5105,7.99,2024-03-03
52362,5105,5105,7.99,2024-04-03
52363,5105,5105,7.99,2024-05-03
52364,5105,5105,7.99,2024-06-03
52365,5105,5105,7.99,2024-07-03
52366,5105,5105,7.99,2024-08-03
52367,5105,5105,7.99,2024-09-03
52368,5105,5105,7.99,2024-10-03
52369,5105,5105,7.99,2024-11-03
52370,5105,5105,7.99,2024-12-03
52371,5105,5105,7.99,2025-01-03
52372,5105,5105,7.99,2025-02-03
52373,5105,5105,7.99,2025-03-03
52374,5105,5105,7.99,2025-04-03
52375,5105,5105,7.99,2025-05-03
52376,5105,5105,7.99,2025-06-03
52377,5105,5105,7.99,2025-07-03
52378,5105,5105,7.99,2025-08-03
52379,5105,5105,7.99,2025-09-03
52380,5105,5105,7.99,2025-10-03
52381,5105,5105,7.99,2025-11-03
52382,5105,5105,7.99,2025-12-03
52383,5106,5106,19.99,2025-08-05
52384,5106,5106,19.99,2025-09-05
52385,5106,5106,19.99,2025-10-05
52386,5106,5106,19.99,2025-11-05
52387,5106,5106,19.99,2025-12-05
52388,5107,5107,7.99,2025-04-22
52389,5107,5107,7.99,2025-05-22
52390,5107,5107,7.99,2025-06-22
52391,5107,5107,7.99,2025-07-22
52392,5107,5107,7.99,2025-08-22
52393,5108,5108,7.99,2024-04-21
52394,5108,5108,7.99,2024-05-21
52395,5109,5109,7.99,2025-09-15
52396,5109,5109,7.99,2025-10-15
52397,5109,5109,7.99,2025-11-15
52398,5109,5109,7.99,2025-12-15
52399,5110,5110,19.99,2025-01-05
52400,5110,5110,19.99,2025-02-05
52401,5110,5110,19.99,2025-03-05
52402,5110,5110,19.99,2025-04-05
52403,5110,5110,19.99,2025-05-05
52404,5110,5110,19.99,2025-06-05
52405,5110,5110,19.99,2025-07-05
52406,5110,5110,19.99,2025-08-05
52407,5110,5110,19.99,2025-09-05
52408,5110,5110,19.99,2025-10-05
52409,5110,5110,19.99,2025-11-05
52410,5111,5111,7.99,2023-02-26
52411,5111,5111,7.99,2023-03-26
52412,5111,5111,7.99,2023-04-26
52413,5111,5111,7.99,2023-05-26
52414,5111,5111,7.99,2023-06-26
52415,5111,5111,7.99,2023-07-26
52416,5111,5111,7.99,2023-08-26
52417,5111,5111,7.99,2023-09-26
52418,5111,5111,7.99,2023-10-26
52419,5111,5111,7.99,2023-11-26
52420,5111,5111,7.99,2023-12-26
52421,5111,5111,7.99,2024-01-26
52422,5111,5111,7.99,2024-02-26
52423,5111,5111,7.99,2024-03-26
52424,5111,5111,7.99,2024-04-26
52425,5111,5111,7.99,2024-05-26
52426,5112,5112,13.99,2025-05-02
52427,5112,5112,13.99,2025-06-02
52428,5113,5113,13.99,2025-08-18
52429,5113,5113,13.99,2025-09-18
52430,5113,5113,13.99,2025-10-18
52431,5113,5113,13.99,2025-11-18
52432,5113,5113,13.99,2025-12-18
52433,5114,5114,13.99,2025-10-24
52434,5114,5114,13.99,2025-11-24
52435,5114,5114,13.99,2025-12-24
52436,5115,5115,13.99,2024-08-19
52437,5115,5115,13.99,2024-09-19
52438,5115,5115,13.99,2024-10-19
52439,5115,5115,13.99,2024-11-19
52440,5115,5115,13.99,2024-12-19
52441,5115,5115,13.99,2025-01-19
52442,5115,5115,13.99,2025-02-19
52443,5115,5115,13.99,2025-03-19
52444,5115,5115,13.99,2025-04-19
52445,5115,5115,13.99,2025-05-19
52446,5115,5115,13.99,2025-06-19
52447,5115,5115,13.99,2025-07-19
52448,5115,5115,13.99,2025-08-19
52449,5115,5115,13.99,2025-09-19
52450,5115,5115,13.99,2025-10-19
52451,5115,5115,13.99,2025-11-19
52452,5115,5115,13.99,2025-12-19
52453,5116,5116,13.99,2025-12-04
52454,5117,5117,7.99,2025-08-14
52455,5117,5117,7.99,2025-09-14
52456,5117,5117,7.99,2025-10-14
52457,5117,5117,7.99,2025-11-14
52458,5117,5117,7.99,2025-12-14
52459,5118,5118,13.99,2025-01-08
52460,5118,5118,13.99,2025-02-08
52461,5119,5119,19.99,2024-06-03
52462,5119,5119,19.99,2024-07-03
52463,5119,5119,19.99,2024-08-03
52464,5119,5119,19.99,2024-09-03
52465,5119,5119,19.99,2024-10-03
52466,5119,5119,19.99,2024-11-03
52467,5119,5119,19.99,2024-12-03
52468,5119,5119,19.99,2025-01-03
52469,5119,5119,19.99,2025-02-03
52470,5119,5119,19.99,2025-03-03
52471,5119,5119,19.99,2025-04-03
52472,5119,5119,19.99,2025-05-03
52473,5119,5119,19.99,2025-06-03
52474,5119,5119,19.99,2025-07-03
52475,5119,5119,19.99,2025-08-03
52476,5119,5119,19.99,2025-09-03
52477,5119,5119,19.99,2025-10-03
52478,5119,5119,19.99,2025-11-03
52479,5119,5119,19.99,2025-12-03
52480,5120,5120,19.99,2024-10-11
52481,5120,5120,19.99,2024-11-11
52482,5120,5120,19.99,2024-12-11
52483,5120,5120,19.99,2025-01-11
52484,5120,5120,19.99,2025-02-11
52485,5120,5120,19.99,2025-03-11
52486,5120,5120,19.99,2025-04-11
52487,5120,5120,19.99,2025-05-11
52488,5120,5120,19.99,2025-06-11
52489,5120,5120,19.99,2025-07-11
52490,5120,5120,19.99,2025-08-11
52491,5120,5120,19.99,2025-09-11
52492,5120,5120,19.99,2025-10-11
52493,5120,5120,19.99,2025-11-11
52494,5120,5120,19.99,2025-12-11
52495,5121,5121,19.99,2023-09-24
52496,5121,5121,19.99,2023-10-24
52497,5121,5121,19.99,2023-11-24
52498,5121,5121,19.99,2023-12-24
52499,5121,5121,19.99,2024-01-24
52500,5121,5121,19.99,2024-02-24
52501,5121,5121,19.99,2024-03-24
52502,5121,5121,19.99,2024-04-24
52503,5121,5121,19.99,2024-05-24
52504,5121,5121,19.99,2024-06-24
52505,5121,5121,19.99,2024-07-24
52506,5121,5121,19.99,2024-08-24
52507,5121,5121,19.99,2024-09-24
52508,5121,5121,19.99,2024-10-24
52509,5121,5121,19.99,2024-11-24
52510,5121,5121,19.99,2024-12-24
52511,5121,5121,19.99,2025-01-24
52512,5122,5122,7.99,2025-02-26
52513,5122,5122,7.99,2025-03-26
52514,5122,5122,7.99,2025-04-26
52515,5122,5122,7.99,2025-05-26
52516,5122,5122,7.99,2025-06-26
52517,5122,5122,7.99,2025-07-26
52518,5122,5122,7.99,2025-08-26
52519,5122,5122,7.99,2025-09-26
52520,5122,5122,7.99,2025-10-26
52521,5122,5122,7.99,2025-11-26
52522,5122,5122,7.99,2025-12-26
52523,5123,5123,13.99,2025-04-06
52524,5123,5123,13.99,2025-05-06
52525,5123,5123,13.99,2025-06-06
52526,5123,5123,13.99,2025-07-06
52527,5123,5123,13.99,2025-08-06
52528,5123,5123,13.99,2025-09-06
52529,5123,5123,13.99,2025-10-06
52530,5123,5123,13.99,2025-11-06
52531,5123,5123,13.99,2025-12-06
52532,5124,5124,13.99,2024-07-08
52533,5124,5124,13.99,2024-08-08
52534,5124,5124,13.99,2024-09-08
52535,5124,5124,13.99,2024-10-08
52536,5124,5124,13.99,2024-11-08
52537,5124,5124,13.99,2024-12-08
52538,5124,5124,13.99,2025-01-08
52539,5124,5124,13.99,2025-02-08
52540,5124,5124,13.99,2025-03-08
52541,5124,5124,13.99,2025-04-08
52542,5125,5125,13.99,2023-10-05
52543,5125,5125,13.99,2023-11-05
52544,5125,5125,13.99,2023-12-05
52545,5125,5125,13.99,2024-01-05
52546,5125,5125,13.99,2024-02-05
52547,5125,5125,13.99,2024-03-05
52548,5125,5125,13.99,2024-04-05
52549,5125,5125,13.99,2024-05-05
52550,5125,5125,13.99,2024-06-05
52551,5125,5125,13.99,2024-07-05
52552,5125,5125,13.99,2024-08-05
52553,5125,5125,13.99,2024-09-05
52554,5125,5125,13.99,2024-10-05
52555,5125,5125,13.99,2024-11-05
52556,5125,5125,13.99,2024-12-05
52557,5125,5125,13.99,2025-01-05
52558,5125,5125,13.99,2025-02-05
52559,5125,5125,13.99,2025-03-05
52560,5125,5125,13.99,2025-04-05
52561,5125,5125,13.99,2025-05-05
52562,5125,5125,13.99,2025-06-05
52563,5125,5125,13.99,2025-07-05
52564,5125,5125,13.99,2025-08-05
52565,5125,5125,13.99,2025-09-05
52566,5125,5125,13.99,2025-10-05
52567,5125,5125,13.99,2025-11-05
52568,5125,5125,13.99,2025-12-05
52569,5126,5126,7.99,2024-12-11
52570,5126,5126,7.99,2025-01-11
52571,5126,5126,7.99,2025-02-11
52572,5126,5126,7.99,2025-03-11
52573,5126,5126,7.99,2025-04-11
52574,5126,5126,7.99,2025-05-11
52575,5126,5126,7.99,2025-06-11
52576,5126,5126,7.99,2025-07-11
52577,5126,5126,7.99,2025-08-11
52578,5126,5126,7.99,2025-09-11
52579,5126,5126,7.99,2025-10-11
52580,5126,5126,7.99,2025-11-11
52581,5126,5126,7.99,2025-12-11
52582,5127,5127,13.99,2025-07-24
52583,5127,5127,13.99,2025-08-24
52584,5127,5127,13.99,2025-09-24
52585,5127,5127,13.99,2025-10-24
52586,5127,5127,13.99,2025-11-24
52587,5127,5127,13.99,2025-12-24
52588,5128,5128,19.99,2024-12-22
52589,5128,5128,19.99,2025-01-22
52590,5128,5128,19.99,2025-02-22
52591,5128,5128,19.99,2025-03-22
52592,5128,5128,19.99,2025-04-22
52593,5129,5129,13.99,2025-08-06
52594,5129,5129,13.99,2025-09-06
52595,5130,5130,7.99,2023-08-27
52596,5130,5130,7.99,2023-09-27
52597,5130,5130,7.99,2023-10-27
52598,5130,5130,7.99,2023-11-27
52599,5130,5130,7.99,2023-12-27
52600,5130,5130,7.99,2024-01-27
52601,5130,5130,7.99,2024-02-27
52602,5130,5130,7.99,2024-03-27
52603,5130,5130,7.99,2024-04-27
52604,5130,5130,7.99,2024-05-27
52605,5130,5130,7.99,2024-06-27
52606,5130,5130,7.99,2024-07-27
52607,5130,5130,7.99,2024-08-27
52608,5130,5130,7.99,2024-09-27
52609,5130,5130,7.99,2024-10-27
52610,5130,5130,7.99,2024-11-27
52611,5130,5130,7.99,2024-12-27
52612,5130,5130,7.99,2025-01-27
52613,5130,5130,7.99,2025-02-27
52614,5130,5130,7.99,2025-03-27
52615,5130,5130,7.99,2025-04-27
52616,5130,5130,7.99,2025-05-27
52617,5130,5130,7.99,2025-06-27
52618,5130,5130,7.99,2025-07-27
52619,5130,5130,7.99,2025-08-27
52620,5131,5131,7.99,2025-12-11
52621,5132,5132,19.99,2024-01-12
52622,5132,5132,19.99,2024-02-12
52623,5132,5132,19.99,2024-03-12
52624,5132,5132,19.99,2024-04-12
52625,5132,5132,19.99,2024-05-12
52626,5132,5132,19.99,2024-06-12
52627,5132,5132,19.99,2024-07-12
52628,5132,5132,19.99,2024-08-12
52629,5132,5132,19.99,2024-09-12
52630,5132,5132,19.99,2024-10-12
52631,5132,5132,19.99,2024-11-12
52632,5132,5132,19.99,2024-12-12
52633,5132,5132,19.99,2025-01-12
52634,5132,5132,19.99,2025-02-12
52635,5132,5132,19.99,2025-03-12
52636,5132,5132,19.99,2025-04-12
52637,5132,5132,19.99,2025-05-12
52638,5132,5132,19.99,2025-06-12
52639,5132,5132,19.99,2025-07-12
52640,5132,5132,19.99,2025-08-12
52641,5132,5132,19.99,2025-09-12
52642,5132,5132,19.99,2025-10-12
52643,5132,5132,19.99,2025-11-12
52644,5132,5132,19.99,2025-12-12
52645,5133,5133,13.99,2024-12-25
52646,5133,5133,13.99,2025-01-25
52647,5133,5133,13.99,2025-02-25
52648,5134,5134,7.99,2025-07-27
52649,5134,5134,7.99,2025-08-27
52650,5135,5135,7.99,2024-09-05
52651,5135,5135,7.99,2024-10-05
52652,5135,5135,7.99,2024-11-05
52653,5135,5135,7.99,2024-12-05
52654,5135,5135,7.99,2025-01-05
52655,5135,5135,7.99,2025-02-05
52656,5135,5135,7.99,2025-03-05
52657,5135,5135,7.99,2025-04-05
52658,5135,5135,7.99,2025-05-05
52659,5135,5135,7.99,2025-06-05
52660,5135,5135,7.99,2025-07-05
52661,5135,5135,7.99,2025-08-05
52662,5135,5135,7.99,2025-09-05
52663,5135,5135,7.99,2025-10-05
52664,5135,5135,7.99,2025-11-05
52665,5135,5135,7.99,2025-12-05
52666,5136,5136,13.99,2025-07-01
52667,5136,5136,13.99,2025-08-01
52668,5136,5136,13.99,2025-09-01
52669,5136,5136,13.99,2025-10-01
52670,5136,5136,13.99,2025-11-01
52671,5136,5136,13.99,2025-12-01
52672,5137,5137,13.99,2024-10-24
52673,5137,5137,13.99,2024-11-24
52674,5137,5137,13.99,2024-12-24
52675,5137,5137,13.99,2025-01-24
52676,5137,5137,13.99,2025-02-24
52677,5137,5137,13.99,2025-03-24
52678,5137,5137,13.99,2025-04-24
52679,5137,5137,13.99,2025-05-24
52680,5137,5137,13.99,2025-06-24
52681,5137,5137,13.99,2025-07-24
52682,5137,5137,13.99,2025-08-24
52683,5138,5138,13.99,2024-09-12
52684,5138,5138,13.99,2024-10-12
52685,5138,5138,13.99,2024-11-12
52686,5139,5139,19.99,2024-11-01
52687,5139,5139,19.99,2024-12-01
52688,5139,5139,19.99,2025-01-01
52689,5139,5139,19.99,2025-02-01
52690,5139,5139,19.99,2025-03-01
52691,5139,5139,19.99,2025-04-01
52692,5139,5139,19.99,2025-05-01
52693,5139,5139,19.99,2025-06-01
52694,5139,5139,19.99,2025-07-01
52695,5139,5139,19.99,2025-08-01
52696,5139,5139,19.99,2025-09-01
52697,5140,5140,13.99,2024-02-27
52698,5140,5140,13.99,2024-03-27
52699,5141,5141,7.99,2025-08-12
52700,5141,5141,7.99,2025-09-12
52701,5141,5141,7.99,2025-10-12
52702,5141,5141,7.99,2025-11-12
52703,5142,5142,13.99,2025-03-14
52704,5142,5142,13.99,2025-04-14
52705,5142,5142,13.99,2025-05-14
52706,5142,5142,13.99,2025-06-14
52707,5142,5142,13.99,2025-07-14
52708,5143,5143,13.99,2025-09-11
52709,5143,5143,13.99,2025-10-11
52710,5143,5143,13.99,2025-11-11
