subscription_id,user_id,plan_id,start_date,end_date,status
3866,3866,2,2025-10-21,,active
3867,3867,1,2024-06-16,2024-11-16,canceled
3868,3868,1,2024-09-19,,active
3869,3869,2,2023-11-10,,active
3870,3870,2,2025-07-10,,active
3871,3871,2,2024-10-19,,active
3872,3872,2,2024-10-19,,active
3873,3873,3,2024-07-26,2025-09-26,canceled
3874,3874,2,2025-05-16,2025-06-16,canceled
3875,3875,2,2024-07-16,,active
3876,3876,2,2024-10-13,2025-08-13,canceled
3877,3877,2,2024-01-04,2024-07-04,canceled
3878,3878,2,2025-12-09,,active
3879,3879,1,2024-05-03,2025-05-03,canceled
3880,3880,1,2025-12-16,,active
3881,3881,3,2025-12-27,,active
3882,3882,1,2024-07-14,2024-09-14,canceled
3883,3883,1,2023-01-05,2023-05-05,canceled
3884,3884,1,2023-09-27,2025-04-27,canceled
3885,3885,1,2023-08-14,2024-06-14,canceled
3886,3886,1,2024-08-03,,active
3887,3887,2,2024-08-08,2025-02-08,canceled
3888,3888,1,2023-03-26,2024-07-26,canceled
3889,3889,1,2023-09-25,,active
3890,3890,1,2023-06-11,2024-03-11,canceled
3891,3891,1,2023-12-23,2024-12-23,canceled
3892,3892,1,2025-05-27,,active
3893,3893,3,2024-06-16,,active
3894,3894,1,2025-02-26,,active
3895,3895,3,2025-12-17,,active
3896,3896,3,2025-10-24,,active
3897,3897,2,2025-05-23,2025-12-23,canceled
3898,3898,1,2025-08-20,,active
3899,3899,1,2023-10-14,2024-08-14,canceled
3900,3900,1,2024-02-26,2024-12-26,canceled
3901,3901,2,2025-08-01,2025-10-01,canceled
3902,3902,1,2024-10-06,2024-11-06,canceled
3903,3903,2,2025-08-11,,active
3904,3904,1,2023-08-16,,active
3905,3905,2,2025-09-14,,active
3906,3906,1,2025-05-24,,active
3907,3907,1,2025-05-23,2025-09-23,canceled
3908,3908,3,2023-01-07,,active
3909,3909,2,2025-08-03,,active
3910,3910,1,2023-04-09,,active
3911,3911,1,2023-10-11,2023-11-11,canceled
3912,3912,2,2025-08-22,2025-09-22,canceled
3913,3913,2,2023-05-19,2023-11-19,canceled
3914,3914,2,2025-06-12,,active
3915,3915,2,2025-10-26,,active
3916,3916,1,2025-04-18,2025-08-18,canceled
3917,3917,1,2024-09-04,2024-10-04,canceled
3918,3918,3,2024-04-07,,active
3919,3919,2,2025-04-13,2025-05-13,canceled
3920,3920,1,2025-10-26,,active
3921,3921,1,2025-03-27,,active
3922,3922,1,2024-09-26,,active
3923,3923,3,2023-01-20,2025-02-20,canceled
3924,3924,1,2023-12-04,2025-02-04,canceled
3925,3925,1,2025-10-20,,active
3926,3926,2,2023-04-24,,active
3927,3927,2,2023-03-01,2023-11-01,canceled
3928,3928,1,2024-04-21,,active
3929,3929,2,2025-12-17,,active
3930,3930,3,2024-08-19,,active
3931,3931,1,2025-01-04,,active
3932,3932,2,2025-11-09,,active
3933,3933,1,2025-04-27,2025-08-27,canceled
3934,3934,1,2023-07-24,2024-07-24,canceled
3935,3935,1,2025-06-16,,active
3936,3936,3,2023-11-08,2025-04-08,canceled
3937,3937,1,2023-12-10,2025-01-10,canceled
3938,3938,2,2024-10-18,2025-10-18,canceled
3939,3939,1,2025-07-24,,active
3940,3940,1,2024-12-19,,active
3941,3941,1,2025-02-04,2025-07-04,canceled
3942,3942,2,2025-06-01,,active
3943,3943,3,2023-11-06,2023-12-06,canceled
3944,3944,2,2024-11-04,,active
3945,3945,2,2025-04-17,,active
3946,3946,2,2024-07-16,,active
3947,3947,2,2023-09-01,2023-11-01,canceled
3948,3948,1,2024-03-10,2025-02-10,canceled
3949,3949,3,2024-11-24,2025-10-24,canceled
3950,3950,1,2025-05-27,2025-12-27,canceled
3951,3951,2,2023-11-24,2024-10-24,canceled
3952,3952,1,2024-06-10,2025-12-10,canceled
3953,3953,2,2024-06-24,2024-10-24,canceled
3954,3954,2,2025-09-27,,active
3955,3955,2,2024-07-17,,active
3956,3956,2,2025-01-04,2025-12-04,canceled
3957,3957,3,2024-06-11,,active
3958,3958,3,2025-06-21,,active
3959,3959,1,2023-11-01,,active
3960,3960,2,2024-03-26,2024-04-26,canceled
3961,3961,3,2025-10-11,,active
3962,3962,2,2023-09-13,,active
3963,3963,1,2024-06-11,2024-07-11,canceled
3964,3964,2,2024-12-22,2025-02-22,canceled
3965,3965,2,2023-05-06,2023-08-06,canceled
3966,3966,2,2023-05-20,2025-05-20,canceled
3967,3967,1,2024-09-19,2024-11-19,canceled
3968,3968,2,2025-09-09,2025-10-09,canceled
3969,3969,3,2024-10-16,,active
3970,3970,3,2025-08-12,,active
3971,3971,1,2025-04-10,,active
3972,3972,1,2024-02-05,,active
3973,3973,1,2024-09-25,,active
3974,3974,2,2024-04-13,2025-07-13,canceled
3975,3975,1,2023-05-11,2023-11-11,canceled
3976,3976,1,2023-09-15,,active
3977,3977,1,2025-12-25,,active
3978,3978,2,2023-09-27,2023-11-27,canceled
3979,3979,2,2025-12-20,,active
3980,3980,2,2025-02-02,2025-04-02,canceled
3981,3981,3,2025-03-26,,active
3982,3982,2,2024-07-15,,active
3983,3983,1,2025-10-17,,active
3984,3984,1,2025-05-19,2025-12-19,canceled
3985,3985,2,2023-10-01,,active
3986,3986,1,2023-03-15,2023-04-15,canceled
3987,3987,1,2024-04-11,2025-05-11,canceled
3988,3988,2,2024-04-09,2024-05-09,canceled
3989,3989,1,2025-07-06,,active
3990,3990,1,2023-07-22,2023-11-22,canceled
3991,3991,2,2025-08-08,,active
3992,3992,2,2023-03-08,2023-04-08,canceled
3993,3993,2,2024-08-27,,active
3994,3994,3,2025-02-23,2025-04-23,canceled
3995,3995,3,2025-10-13,,active
3996,3996,1,2025-10-26,,active
3997,3997,2,2024-12-03,2025-01-03,canceled
3998,3998,3,2024-06-17,2025-10-17,canceled
3999,3999,3,2025-04-06,,active
4000,4000,2,2025-03-15,,active
4001,4001,2,2023-09-25,,active
4002,4002,2,2025-12-21,,active
4003,4003,3,2024-11-04,,active
4004,4004,2,2025-03-20,,active
4005,4005,1,2024-10-27,2025-11-27,canceled
4006,4006,3,2025-03-24,,active
4007,4007,1,2025-12-13,,active
4008,4008,2,2025-04-04,2025-08-04,canceled
4009,4009,2,2025-10-02,,active
4010,4010,3,2023-07-25,2024-12-25,canceled
4011,4011,1,2023-10-16,2025-11-16,canceled
4012,4012,2,2023-12-10,2024-07-10,canceled
4013,4013,2,2024-12-15,,active
4014,4014,1,2025-07-21,2025-09-21,canceled
4015,4015,3,2023-11-14,2024-06-14,canceled
4016,4016,3,2025-02-05,,active
4017,4017,1,2023-02-19,2023-04-19,canceled
4018,4018,1,2024-07-12,2024-09-12,canceled
4019,4019,2,2023-07-04,,active
4020,4020,2,2023-02-06,,active
4021,4021,2,2024-09-16,,active
4022,4022,2,2024-03-09,2025-07-09,canceled
4023,4023,2,2024-01-01,,active
4024,4024,3,2025-12-12,,active
4025,4025,1,2023-09-11,2024-05-11,canceled
4026,4026,1,2025-06-15,2025-12-15,canceled
4027,4027,3,2025-08-04,,active
4028,4028,3,2025-05-03,,active
4029,4029,1,2024-06-25,2024-08-25,canceled
4030,4030,3,2025-08-20,,active
4031,4031,3,2025-08-21,,active
4032,4032,1,2024-03-06,,active
4033,4033,1,2025-11-01,,active
4034,4034,1,2025-12-09,,active
4035,4035,2,2023-03-04,2024-04-04,canceled
4036,4036,1,2025-04-19,2025-07-19,canceled
4037,4037,2,2024-02-06,2024-05-06,canceled
4038,4038,2,2024-09-15,,active
4039,4039,1,2025-12-05,,active
4040,4040,2,2025-07-07,,active
4041,4041,2,2025-07-26,,active
4042,4042,1,2024-03-26,2024-04-26,canceled
4043,4043,1,2023-10-22,2024-06-22,canceled
4044,4044,1,2023-07-22,2024-02-22,canceled
4045,4045,2,2025-02-16,2025-04-16,canceled
4046,4046,2,2024-07-07,2024-09-07,canceled
4047,4047,3,2025-08-19,,active
4048,4048,2,2024-10-19,,active
4049,4049,2,2024-06-25,2024-09-25,canceled
4050,4050,3,2024-01-09,2024-05-09,canceled
4051,4051,1,2024-05-16,,active
4052,4052,3,2025-11-13,,active
4053,4053,1,2024-09-25,,active
4054,4054,2,2024-03-24,2024-08-24,canceled
4055,4055,2,2024-08-14,,active
4056,4056,2,2024-12-25,2025-01-25,canceled
4057,4057,2,2025-06-04,2025-07-04,canceled
4058,4058,1,2025-12-21,,active
4059,4059,2,2024-04-08,2024-06-08,canceled
4060,4060,2,2024-06-10,,active
4061,4061,1,2025-02-16,2025-07-16,canceled
4062,4062,3,2025-11-01,,active
4063,4063,2,2023-02-19,2023-04-19,canceled
4064,4064,1,2024-04-22,,active
4065,4065,3,2025-08-04,,active
4066,4066,2,2024-02-20,2024-11-20,canceled
4067,4067,1,2025-07-08,,active
4068,4068,1,2023-11-04,2024-04-04,canceled
4069,4069,3,2025-06-24,,active
4070,4070,1,2023-02-04,,active
4071,4071,3,2025-01-13,,active
4072,4072,1,2024-04-01,2024-05-01,canceled
4073,4073,1,2023-05-18,2024-03-18,canceled
4074,4074,3,2024-07-22,2024-08-22,canceled
4075,4075,3,2024-03-17,2024-12-17,canceled
4076,4076,1,2024-12-09,2025-02-09,canceled
4077,4077,1,2025-04-15,,active
4078,4078,2,2024-08-27,,active
4079,4079,2,2024-01-26,2024-11-26,canceled
4080,4080,2,2023-05-20,2024-12-20,canceled
4081,4081,2,2024-07-26,2025-07-26,canceled
4082,4082,2,2025-11-08,,active
4083,4083,1,2025-09-24,,active
4084,4084,2,2023-05-04,,active
4085,4085,3,2024-04-15,,active
4086,4086,3,2024-06-11,,active
4087,4087,3,2023-11-16,2025-03-16,canceled
4088,4088,2,2025-09-06,,active
4089,4089,2,2025-06-23,2025-07-23,canceled
4090,4090,1,2025-02-10,2025-08-10,canceled
4091,4091,2,2024-06-18,,active
4092,4092,2,2025-11-25,,active
4093,4093,1,2025-07-19,,active
4094,4094,1,2023-09-12,2024-09-12,canceled
4095,4095,1,2023-10-17,2023-12-17,canceled
4096,4096,2,2025-06-11,2025-10-11,canceled
4097,4097,1,2025-09-02,2025-11-02,canceled
4098,4098,1,2024-06-18,,active
4099,4099,2,2025-01-16,2025-07-16,canceled
4100,4100,2,2025-06-15,,active
4101,4101,1,2024-01-19,2024-02-19,canceled
4102,4102,2,2023-12-19,2025-06-19,canceled
4103,4103,1,2023-02-07,2023-10-07,canceled
4104,4104,2,2025-11-17,,active
4105,4105,2,2023-07-09,2025-10-09,canceled
4106,4106,1,2024-06-18,2025-11-18,canceled
4107,4107,1,2024-10-08,,active
4108,4108,1,2025-02-17,,active
4109,4109,1,2025-07-10,,active
4110,4110,1,2024-09-09,2025-02-09,canceled
4111,4111,3,2024-03-25,2024-06-25,canceled
4112,4112,1,2024-03-21,2025-01-21,canceled
4113,4113,3,2024-05-07,2024-10-07,canceled
4114,4114,1,2024-07-03,2024-12-03,canceled
4115,4115,2,2024-05-22,2025-05-22,canceled
4116,4116,3,2025-06-12,,active
4117,4117,1,2025-04-05,,active
4118,4118,1,2023-07-09,,active
4119,4119,2,2024-09-25,,active
4120,4120,2,2025-02-10,,active
4121,4121,2,2024-09-14,2025-05-14,canceled
4122,4122,1,2023-01-09,2023-02-09,canceled
4123,4123,3,2025-04-09,2025-05-09,canceled
4124,4124,3,2025-01-10,2025-12-10,canceled
4125,4125,2,2025-07-25,,active
4126,4126,2,2023-06-20,2023-09-20,canceled
4127,4127,2,2023-12-24,2024-06-24,canceled
4128,4128,1,2024-05-19,2025-10-19,canceled
4129,4129,2,2024-08-03,2024-09-03,canceled
4130,4130,2,2025-02-12,2025-06-12,canceled
4131,4131,2,2023-09-20,2024-05-20,canceled
4132,4132,1,2023-06-12,2024-02-12,canceled
4133,4133,1,2025-04-14,,active
4134,4134,3,2024-01-03,2025-01-03,canceled
4135,4135,1,2023-10-22,2025-05-22,canceled
4136,4136,2,2025-10-12,,active
4137,4137,3,2023-11-19,,active
4138,4138,2,2024-08-22,,active
4139,4139,2,2025-03-08,,active
4140,4140,2,2024-11-08,,active
4141,4141,1,2025-08-05,,active
4142,4142,2,2024-07-05,2025-09-05,canceled
4143,4143,2,2023-12-07,2024-08-07,canceled
4144,4144,2,2024-08-22,2025-03-22,canceled
4145,4145,2,2024-11-21,,active
4146,4146,3,2025-01-22,,active
4147,4147,1,2024-02-08,2024-04-08,canceled
4148,4148,2,2024-04-21,,active
4149,4149,1,2025-12-06,,active
4150,4150,1,2025-07-19,,active
4151,4151,3,2025-05-16,2025-12-16,canceled
4152,4152,3,2025-03-07,2025-05-07,canceled
4153,4153,2,2025-06-21,2025-10-21,canceled
4154,4154,3,2024-05-14,,active
4155,4155,1,2024-12-04,2025-08-04,canceled
4156,4156,1,2023-10-07,2024-11-07,canceled
4157,4157,2,2025-12-02,,active
4158,4158,2,2024-12-10,,active
4159,4159,1,2025-10-09,,active
4160,4160,1,2025-08-06,2025-12-06,canceled
4161,4161,2,2023-05-05,,active
4162,4162,1,2024-10-20,2025-09-20,canceled
4163,4163,2,2025-07-03,,active
4164,4164,2,2024-10-24,,active
4165,4165,2,2023-06-12,,active
4166,4166,2,2025-03-18,,active
4167,4167,1,2024-05-14,2024-07-14,canceled
4168,4168,2,2023-01-12,2023-02-12,canceled
4169,4169,2,2024-09-07,,active
4170,4170,2,2025-12-02,,active
4171,4171,1,2024-10-25,,active
4172,4172,2,2024-04-21,,active
4173,4173,2,2025-08-25,,active
4174,4174,2,2024-11-02,,active
4175,4175,1,2024-01-12,2025-09-12,canceled
4176,4176,2,2025-08-25,,active
4177,4177,3,2025-07-03,2025-11-03,canceled
4178,4178,2,2023-01-26,2025-05-26,canceled
4179,4179,1,2025-08-22,,active
4180,4180,1,2025-08-14,,active
4181,4181,2,2025-11-06,,active
4182,4182,2,2024-11-11,,active
4183,4183,2,2025-07-24,2025-08-24,canceled
4184,4184,2,2025-07-03,,active
4185,4185,1,2023-02-05,2025-01-05,canceled
4186,4186,1,2024-06-05,2024-12-05,canceled
4187,4187,2,2025-09-01,,active
4188,4188,1,2023-10-06,2024-10-06,canceled
4189,4189,2,2025-07-20,2025-10-20,canceled
4190,4190,2,2024-06-15,,active
4191,4191,1,2023-09-20,2024-11-20,canceled
4192,4192,1,2024-05-01,2025-07-01,canceled
4193,4193,2,2023-08-05,,active
4194,4194,2,2023-11-04,2024-09-04,canceled
4195,4195,2,2024-12-01,2025-01-01,canceled
4196,4196,3,2025-05-09,,active
4197,4197,1,2025-03-02,,active
4198,4198,3,2024-05-27,,active
4199,4199,2,2023-12-27,,active
4200,4200,2,2025-11-04,,active
4201,4201,1,2023-07-24,2025-03-24,canceled
4202,4202,2,2024-11-04,2025-02-04,canceled
4203,4203,1,2025-09-27,,active
4204,4204,1,2024-09-07,,active
4205,4205,1,2025-01-09,2025-05-09,canceled
4206,4206,1,2023-05-01,2025-07-01,canceled
4207,4207,1,2023-02-25,2025-09-25,canceled
4208,4208,2,2024-01-01,2025-09-01,canceled
4209,4209,3,2025-09-04,,active
4210,4210,2,2023-08-01,2023-09-01,canceled
4211,4211,2,2024-10-08,,active
4212,4212,2,2025-11-18,,active
4213,4213,2,2023-09-18,,active
4214,4214,3,2024-11-26,2024-12-26,canceled
4215,4215,3,2024-03-25,2024-11-25,canceled
4216,4216,2,2025-06-23,,active
4217,4217,2,2023-05-06,2024-03-06,canceled
4218,4218,2,2025-10-15,,active
4219,4219,1,2023-05-01,,active
4220,4220,1,2023-08-12,2025-06-12,canceled
4221,4221,1,2023-09-09,2024-06-09,canceled
4222,4222,2,2025-03-27,,active
4223,4223,2,2025-08-27,,active
4224,4224,2,2024-08-18,,active
4225,4225,3,2023-02-20,2024-05-20,canceled
4226,4226,1,2023-11-16,,active
4227,4227,1,2023-10-12,2023-11-12,canceled
4228,4228,2,2024-12-09,2025-02-09,canceled
4229,4229,1,2025-07-04,,active
4230,4230,1,2023-07-01,2024-05-01,canceled
4231,4231,2,2024-11-22,,active
4232,4232,3,2023-11-20,2024-07-20,canceled
4233,4233,2,2025-05-13,,active
4234,4234,1,2023-07-24,2025-05-24,canceled
4235,4235,1,2023-12-24,2024-02-24,canceled
4236,4236,3,2025-05-07,,active
4237,4237,1,2023-04-04,2023-12-04,canceled
4238,4238,3,2024-01-11,2024-08-11,canceled
4239,4239,3,2025-03-08,2025-12-08,canceled
4240,4240,3,2023-06-12,2025-09-12,canceled
4241,4241,3,2024-10-08,,active
4242,4242,1,2024-01-04,2024-08-04,canceled
4243,4243,1,2023-05-08,2024-01-08,canceled
4244,4244,1,2025-03-27,,active
4245,4245,2,2024-08-25,2024-11-25,canceled
4246,4246,2,2024-06-10,,active
4247,4247,1,2024-05-02,2024-12-02,canceled
4248,4248,3,2024-09-27,2024-12-27,canceled
4249,4249,1,2025-02-05,2025-05-05,canceled
4250,4250,2,2025-09-21,,active
4251,4251,3,2025-06-16,,active
4252,4252,2,2024-03-10,,active
4253,4253,1,2023-12-23,,active
4254,4254,1,2024-10-12,2025-08-12,canceled
4255,4255,1,2025-05-10,2025-07-10,canceled
4256,4256,3,2024-11-14,,active
4257,4257,2,2025-11-26,,active
4258,4258,2,2023-09-13,2025-06-13,canceled
4259,4259,2,2025-05-03,,active
4260,4260,2,2024-04-01,,active
4261,4261,1,2025-10-11,,active
4262,4262,1,2024-05-09,,active
4263,4263,1,2024-11-26,2025-01-26,canceled
4264,4264,1,2025-10-21,,active
4265,4265,2,2025-07-19,,active
4266,4266,2,2025-11-21,,active
4267,4267,2,2025-01-18,2025-02-18,canceled
4268,4268,2,2025-06-17,2025-07-17,canceled
4269,4269,3,2023-07-26,2023-09-26,canceled
4270,4270,3,2025-10-23,,active
4271,4271,2,2024-05-01,2025-03-01,canceled
4272,4272,2,2025-08-23,2025-10-23,canceled
4273,4273,2,2024-08-05,2024-12-05,canceled
4274,4274,2,2023-12-01,2024-03-01,canceled
4275,4275,1,2024-08-18,,active
4276,4276,2,2023-07-24,2024-02-24,canceled
4277,4277,1,2024-06-08,,active
4278,4278,2,2024-02-02,,active
4279,4279,1,2024-03-07,2024-05-07,canceled
4280,4280,2,2025-07-18,2025-08-18,canceled
4281,4281,3,2025-07-22,2025-10-22,canceled
4282,4282,1,2024-12-11,,active
4283,4283,3,2023-03-21,2024-01-21,canceled
4284,4284,2,2024-09-03,2024-12-03,canceled
4285,4285,2,2024-09-07,,active
4286,4286,2,2023-08-12,2025-10-12,canceled
4287,4287,2,2025-04-01,,active
4288,4288,1,2024-12-16,,active
4289,4289,2,2024-01-07,2024-03-07,canceled
4290,4290,2,2024-08-25,2024-12-25,canceled
4291,4291,2,2024-02-08,,active
4292,4292,2,2025-10-02,,active
4293,4293,2,2025-08-06,,active
4294,4294,2,2024-04-23,2024-11-23,canceled
4295,4295,2,2025-10-09,,active
4296,4296,2,2024-05-03,2024-07-03,canceled
4297,4297,1,2024-03-13,,active
4298,4298,3,2024-06-10,,active
4299,4299,3,2023-10-24,2024-05-24,canceled
4300,4300,1,2023-03-25,,active
4301,4301,1,2024-03-23,2024-05-23,canceled
4302,4302,1,2023-06-12,,active
4303,4303,2,2025-11-05,2025-12-05,canceled
4304,4304,1,2025-12-05,,active
4305,4305,1,2023-01-03,2025-06-03,canceled
4306,4306,1,2025-03-23,,active
4307,4307,3,2025-05-06,,active
4308,4308,1,2024-11-17,2025-02-17,canceled
4309,4309,1,2023-11-23,,active
4310,4310,1,2025-05-18,,active
4311,4311,1,2025-11-01,,active
4312,4312,3,2024-07-17,2025-06-17,canceled
4313,4313,3,2025-07-16,,active
4314,4314,1,2024-08-16,2025-06-16,canceled
4315,4315,1,2023-02-14,,active
4316,4316,2,2023-02-12,2023-03-12,canceled
4317,4317,3,2025-04-23,,active
4318,4318,1,2025-10-07,,active
4319,4319,1,2025-12-04,,active
4320,4320,2,2024-10-23,,active
4321,4321,3,2023-11-13,2024-01-13,canceled
4322,4322,1,2025-12-10,,active
4323,4323,3,2023-10-13,,active
4324,4324,3,2023-07-13,2024-11-13,canceled
4325,4325,3,2023-11-04,2024-02-04,canceled
4326,4326,2,2025-11-10,,active
4327,4327,3,2024-04-01,,active
4328,4328,1,2024-07-25,2024-09-25,canceled
4329,4329,1,2025-02-08,,active
4330,4330,3,2024-04-21,,active
4331,4331,1,2025-12-13,,active
4332,4332,2,2024-02-27,,active
4333,4333,2,2024-04-10,,active
4334,4334,1,2025-07-15,,active
4335,4335,1,2025-01-07,2025-10-07,canceled
4336,4336,1,2024-05-02,2024-08-02,canceled
4337,4337,2,2023-08-07,,active
4338,4338,2,2023-03-16,2023-12-16,canceled
4339,4339,2,2025-03-08,,active
4340,4340,3,2024-09-08,,active
4341,4341,1,2023-03-13,2023-09-13,canceled
4342,4342,1,2025-11-07,,active
4343,4343,1,2025-02-20,,active
4344,4344,1,2025-03-21,,active
4345,4345,2,2023-07-19,2024-10-19,canceled
4346,4346,2,2025-05-27,,active
4347,4347,2,2023-07-04,2024-05-04,canceled
4348,4348,2,2024-08-05,,active
4349,4349,1,2025-07-16,,active
4350,4350,2,2025-05-02,2025-06-02,canceled
4351,4351,2,2023-12-06,,active
4352,4352,2,2024-12-18,,active
4353,4353,3,2025-06-03,2025-08-03,canceled
4354,4354,2,2024-01-12,2024-07-12,canceled
4355,4355,1,2023-03-10,2023-04-10,canceled
4356,4356,1,2025-12-16,,active
4357,4357,2,2023-10-09,2024-03-09,canceled
4358,4358,1,2023-06-22,2024-04-22,canceled
4359,4359,2,2025-05-09,,active
4360,4360,2,2023-08-14,2024-08-14,canceled
4361,4361,2,2025-10-18,,active
4362,4362,1,2024-11-27,,active
4363,4363,2,2024-01-24,,active
4364,4364,2,2025-12-14,,active
4365,4365,2,2024-10-23,,active
4366,4366,2,2024-05-08,2025-02-08,canceled
4367,4367,2,2024-10-25,2024-12-25,canceled
4368,4368,1,2025-12-09,,active
4369,4369,3,2024-11-23,2025-01-23,canceled
4370,4370,2,2025-10-17,,active
4371,4371,1,2024-03-11,2024-05-11,canceled
4372,4372,2,2025-06-21,,active
4373,4373,1,2025-12-24,,active
4374,4374,2,2025-03-05,2025-06-05,canceled
4375,4375,3,2024-09-01,2025-03-01,canceled
4376,4376,1,2024-04-27,2025-01-27,canceled
4377,4377,3,2025-09-21,,active
4378,4378,2,2024-12-07,,active
4379,4379,1,2025-08-11,2025-10-11,canceled
4380,4380,2,2024-06-16,2024-07-16,canceled
4381,4381,2,2024-04-23,,active
4382,4382,2,2025-08-19,,active
4383,4383,1,2024-04-17,2025-02-17,canceled
4384,4384,1,2023-12-04,2024-03-04,canceled
4385,4385,3,2024-05-15,2025-03-15,canceled
4386,4386,1,2024-05-25,,active
4387,4387,2,2024-10-05,2025-06-05,canceled
4388,4388,1,2025-01-17,,active
4389,4389,2,2025-11-05,,active
4390,4390,1,2023-06-25,2023-08-25,canceled
4391,4391,2,2025-06-03,,active
4392,4392,1,2023-01-13,2023-10-13,canceled
4393,4393,1,2024-10-10,2025-05-10,canceled
4394,4394,2,2024-09-03,,active
4395,4395,1,2025-02-24,2025-05-24,canceled
4396,4396,3,2023-05-08,2025-06-08,canceled
4397,4397,1,2024-07-03,2024-09-03,canceled
4398,4398,1,2023-12-08,2024-02-08,canceled
4399,4399,2,2023-12-07,,active
4400,4400,3,2024-06-06,2025-02-06,canceled
4401,4401,3,2023-12-24,,active
4402,4402,1,2023-02-15,2023-09-15,canceled
4403,4403,3,2023-09-04,,active
4404,4404,3,2025-02-15,,active
4405,4405,2,2024-02-18,,active
4406,4406,2,2024-08-10,2024-10-10,canceled
4407,4407,1,2025-10-16,,active
4408,4408,2,2025-09-06,2025-10-06,canceled
4409,4409,1,2024-08-22,2024-11-22,canceled
4410,4410,2,2025-03-25,,active
4411,4411,1,2025-01-22,,active
4412,4412,3,2023-11-26,2024-05-26,canceled
4413,4413,1,2025-07-17,,active
4414,4414,2,2024-03-23,2024-06-23,canceled
4415,4415,3,2024-01-09,2024-03-09,canceled
4416,4416,1,2024-10-04,,active
4417,4417,1,2024-10-02,2025-06-02,canceled
4418,4418,2,2025-12-16,,active
4419,4419,2,2024-09-17,,active
4420,4420,1,2025-12-16,,active
4421,4421,2,2025-06-06,2025-07-06,canceled
4422,4422,1,2025-05-26,2025-09-26,canceled
4423,4423,1,2025-03-13,,active
4424,4424,1,2025-07-09,,active
4425,4425,2,2025-03-26,,active
4426,4426,1,2025-06-02,,active
4427,4427,1,2023-01-09,2023-04-09,canceled
4428,4428,1,2024-08-25,2025-10-25,canceled
4429,4429,1,2023-06-18,2025-04-18,canceled
4430,4430,3,2023-05-24,2024-06-24,canceled
4431,4431,1,2025-07-22,2025-09-22,canceled
4432,4432,1,2025-03-13,,active
4433,4433,2,2024-06-11,2025-10-11,canceled
4434,4434,1,2023-11-14,2024-02-14,canceled
4435,4435,1,2025-10-26,,active
4436,4436,1,2023-12-27,,active
4437,4437,3,2024-01-16,2024-09-16,canceled
4438,4438,3,2025-01-10,,active
4439,4439,1,2023-05-19,,active
4440,4440,1,2024-12-01,,active
4441,4441,2,2025-01-03,2025-03-03,canceled
4442,4442,2,2024-09-03,2025-08-03,canceled
4443,4443,2,2024-05-24,2024-07-24,canceled
4444,4444,2,2024-05-02,,active
4445,4445,3,2023-11-18,2025-02-18,canceled
4446,4446,1,2025-02-17,2025-11-17,canceled
4447,4447,2,2025-08-24,,active
4448,4448,2,2024-04-24,,active
4449,4449,3,2025-02-19,2025-12-19,canceled
4450,4450,1,2024-10-12,,active
4451,4451,2,2023-08-27,2023-10-27,canceled
4452,4452,2,2025-03-01,,active
4453,4453,2,2025-11-07,2025-12-07,canceled
4454,4454,2,2025-01-12,,active
4455,4455,2,2024-11-22,,active
4456,4456,2,2024-12-19,,active
4457,4457,1,2025-09-24,,active
4458,4458,2,2025-09-08,,active
4459,4459,3,2024-07-14,2024-10-14,canceled
4460,4460,1,2025-10-18,,active
4461,4461,1,2025-08-15,,active
4462,4462,3,2024-04-25,,active
4463,4463,2,2023-11-02,2024-11-02,canceled
4464,4464,3,2024-04-02,2025-06-02,canceled
4465,4465,1,2025-01-21,,active
4466,4466,1,2023-11-16,,active
4467,4467,2,2024-08-11,2024-10-11,canceled
4468,4468,1,2025-04-08,,active
4469,4469,2,2024-09-11,2025-11-11,canceled
4470,4470,1,2025-12-04,,active
4471,4471,1,2024-12-27,2025-12-27,canceled
4472,4472,2,2023-02-08,2023-10-08,canceled
4473,4473,1,2025-10-13,,active
4474,4474,1,2024-02-07,,active
4475,4475,3,2023-08-18,2023-09-18,canceled
4476,4476,1,2025-10-27,,active
4477,4477,1,2023-09-07,2025-01-07,canceled
4478,4478,3,2024-05-05,,active
4479,4479,2,2025-02-27,2025-06-27,canceled
4480,4480,1,2024-11-26,2025-06-26,canceled
4481,4481,2,2024-10-08,2024-11-08,canceled
4482,4482,3,2023-05-24,2023-06-24,canceled
4483,4483,1,2024-05-02,,active
4484,4484,3,2024-02-07,2024-03-07,canceled
4485,4485,1,2025-12-21,,active
4486,4486,1,2023-03-27,,active
4487,4487,1,2023-07-12,2024-08-12,canceled
4488,4488,1,2024-06-12,2025-01-12,canceled
4489,4489,1,2024-12-18,,active
4490,4490,1,2024-03-04,2024-11-04,canceled
4491,4491,2,2023-02-17,2024-12-17,canceled
4492,4492,1,2025-07-16,,active
4493,4493,1,2025-03-01,2025-09-01,canceled
4494,4494,2,2023-07-01,2025-06-01,canceled
4495,4495,2,2025-08-21,,active
4496,4496,2,2024-04-19,2025-09-19,canceled
4497,4497,1,2024-10-01,,active
4498,4498,2,2024-05-23,2025-07-23,canceled
4499,4499,3,2025-07-23,,active
4500,4500,2,2025-12-10,,active
4501,4501,3,2024-03-11,2024-07-11,canceled
4502,4502,2,2023-10-16,,active
4503,4503,2,2024-12-17,,active
4504,4504,1,2024-01-12,2024-02-12,canceled
